candidate_id,rank,score,reasoning
CAND_0000031,1,1.0,"Recommendation Systems Engineer at Swiggy, 6.0yr YOE, Hyderabad, Telangana. Top skills: FAISS, Pinecone, Embeddings. Response rate: 91%, last active 34d ago. Skill=1.000 Career=1.000 Behavioral=0.743 Edu=0.800"
CAND_0002025,2,1.0,"Senior AI Engineer at Apple, 5.9yr YOE, Trivandrum, Kerala. Top skills: FAISS, OpenSearch, Weaviate. Response rate: 80%, last active 32d ago. Skill=1.000 Career=1.000 Behavioral=0.903 Edu=1.000"
CAND_0004402,3,1.0,"AI Research Engineer at Yellow.ai, 6.0yr YOE, Delhi, Delhi. Top skills: OpenSearch, PEFT, Learning to Rank. Response rate: 83%, last active 33d ago. Skill=0.907 Career=1.000 Behavioral=0.831 Edu=1.000"
CAND_0005311,4,1.0,"AI Research Engineer at Aganitha, 5.7yr YOE, Mumbai, Maharashtra. Top skills: LoRA, Semantic Search, Qdrant. Response rate: 29%, last active 52d ago. Skill=0.985 Career=1.000 Behavioral=0.769 Edu=0.950"
CAND_0005649,5,1.0,"Senior Data Scientist at Sarvam AI, 7.4yr YOE, Delhi, Delhi. Top skills: Fine-tuning LLMs, Recommendation Systems, QLoRA. Response rate: 57%, last active 74d ago. Skill=1.000 Career=1.000 Behavioral=0.726 Edu=0.920"
CAND_0006418,6,1.0,"Machine Learning Engineer at Verloop.io, 5.7yr YOE, Gurgaon, Haryana. Top skills: Semantic Search, Embeddings, Weaviate. Response rate: 92%, last active 88d ago. Skill=1.000 Career=1.000 Behavioral=0.805 Edu=1.000"
CAND_0006567,7,1.0,"Senior AI Engineer at Meta, 7.9yr YOE, Noida, Uttar Pradesh. Top skills: Search Backend, BM25, NLP. Response rate: 79%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.760 Edu=1.000"
CAND_0007009,8,1.0,"Recommendation Systems Engineer at Wysa, 7.9yr YOE, Noida, Uttar Pradesh. Top skills: Weaviate, Python, Embeddings. Response rate: 62%, last active 100d ago. Skill=1.000 Career=1.000 Behavioral=0.741 Edu=0.920"
CAND_0007412,9,1.0,"Applied ML Engineer at Zoho, 7.4yr YOE, Noida, Uttar Pradesh. Top skills: Pinecone, Milvus, BM25. Response rate: 76%, last active 69d ago. Skill=1.000 Career=1.000 Behavioral=0.716 Edu=1.000"
CAND_0008425,10,1.0,"Senior NLP Engineer at Ola, 7.8yr YOE, Kolkata, West Bengal. Top skills: Learning to Rank, Qdrant, Sentence Transformers. Response rate: 66%, last active 63d ago. Skill=1.000 Career=1.000 Behavioral=0.837 Edu=1.000"
CAND_0010149,11,1.0,"ML Engineer at Glance, 6.9yr YOE, Bangalore, Karnataka. Top skills: Milvus, Vector Search, Learning to Rank. Response rate: 82%, last active 33d ago. Skill=1.000 Career=1.000 Behavioral=0.895 Edu=1.000"
CAND_0010257,12,1.0,"Senior Data Scientist at Google, 6.5yr YOE, Noida, Uttar Pradesh. Top skills: Milvus, Python, OpenSearch. Response rate: 72%, last active 45d ago. Skill=1.000 Career=1.000 Behavioral=0.774 Edu=0.920"
CAND_0010541,13,1.0,"AI Research Engineer at Wysa, 6.2yr YOE, Hyderabad, Telangana. Top skills: Pinecone, Weaviate, LoRA. Response rate: 59%, last active 111d ago. Skill=1.000 Career=1.000 Behavioral=0.712 Edu=0.874"
CAND_0011162,14,1.0,"Recommendation Systems Engineer at upGrad, 5.8yr YOE, Coimbatore, Tamil Nadu. Top skills: FAISS, Vector Search, LangChain. Response rate: 75%, last active 48d ago. Skill=1.000 Career=1.000 Behavioral=0.844 Edu=1.000"
CAND_0011687,15,1.0,"Senior NLP Engineer at Niramai, 7.8yr YOE, Indore, Madhya Pradesh. Top skills: OpenSearch, FAISS, PEFT. Response rate: 89%, last active 48d ago. Skill=1.000 Career=1.000 Behavioral=0.914 Edu=1.000"
CAND_0014440,16,1.0,"Recommendation Systems Engineer at CRED, 6.4yr YOE, Chennai, Tamil Nadu. Top skills: Elasticsearch, Milvus, FAISS. Response rate: 64%, last active 48d ago. Skill=1.000 Career=1.000 Behavioral=0.790 Edu=1.000"
CAND_0015578,17,1.0,"AI Engineer at Zoho, 5.4yr YOE, Delhi, Delhi. Top skills: Embeddings, NLP, BM25. Response rate: 65%, last active 87d ago. Skill=1.000 Career=1.000 Behavioral=0.794 Edu=1.000"
CAND_0017960,18,1.0,"Recommendation Systems Engineer at Nykaa, 7.7yr YOE, Bangalore, Karnataka. Top skills: QLoRA, Hugging Face Transformers, Qdrant. Response rate: 72%, last active 61d ago. Skill=1.000 Career=1.000 Behavioral=0.794 Edu=1.000"
CAND_0018499,19,1.0,"Senior Machine Learning Engineer at Zomato, 7.2yr YOE, Noida, Uttar Pradesh. Top skills: Weaviate, Recommendation Systems, Pinecone. Response rate: 61%, last active 45d ago. Skill=1.000 Career=1.000 Behavioral=0.921 Edu=1.000"
CAND_0018549,20,1.0,"Recommendation Systems Engineer at Uber, 6.8yr YOE, Coimbatore, Tamil Nadu. Top skills: Weaviate, Elasticsearch, LangChain. Response rate: 73%, last active 60d ago. Skill=1.000 Career=1.000 Behavioral=0.830 Edu=1.000"
CAND_0027691,21,1.0,"NLP Engineer at Haptik, 6.5yr YOE, Pune, Maharashtra. Top skills: LoRA, PEFT, Recommendation Systems. Response rate: 68%, last active 88d ago. Skill=1.000 Career=1.000 Behavioral=0.707 Edu=0.920"
CAND_0027801,22,1.0,"NLP Engineer at InMobi, 7.4yr YOE, Hyderabad, Telangana. Top skills: FAISS, Milvus, QLoRA. Response rate: 65%, last active 76d ago. Skill=1.000 Career=1.000 Behavioral=0.744 Edu=0.920"
CAND_0028793,23,1.0,"Search Engineer at Google, 7.2yr YOE, Trivandrum, Kerala. Top skills: Embeddings, LoRA, Learning to Rank. Response rate: 57%, last active 75d ago. Skill=1.000 Career=1.000 Behavioral=0.777 Edu=1.000"
CAND_0029367,24,1.0,"Senior Data Scientist at Rephrase.ai, 5.7yr YOE, Bangalore, Karnataka. Top skills: QLoRA, FAISS, Sentence Transformers. Response rate: 77%, last active 38d ago. Skill=1.000 Career=1.000 Behavioral=0.782 Edu=0.800"
CAND_0030031,25,1.0,"AI Engineer at Microsoft, 5.7yr YOE, Trivandrum, Kerala. Top skills: Information Retrieval, Python, NLP. Response rate: 94%, last active 36d ago. Skill=1.000 Career=1.000 Behavioral=0.762 Edu=1.000"
CAND_0030468,26,1.0,"Senior Applied Scientist at Swiggy, 5.4yr YOE, Indore, Madhya Pradesh. Top skills: Information Retrieval Systems, Search & Discovery, Ranking Systems. Response rate: 78%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.864 Edu=1.000"
CAND_0032216,27,1.0,"ML Engineer at upGrad, 6.1yr YOE, Chennai, Tamil Nadu. Top skills: Learning to Rank, Information Retrieval, Qdrant. Response rate: 35%, last active 64d ago. Skill=1.000 Career=1.000 Behavioral=0.774 Edu=1.000"
CAND_0036184,28,1.0,"Recommendation Systems Engineer at CRED, 6.0yr YOE, Trivandrum, Kerala. Top skills: QLoRA, FAISS, Hugging Face Transformers. Response rate: 90%, last active 32d ago. Skill=1.000 Career=1.000 Behavioral=0.918 Edu=0.920"
CAND_0037160,29,1.0,"Data Scientist at Haptik, 6.0yr YOE, Mumbai, Maharashtra. Top skills: LLMs, Weaviate, Vector Search. Response rate: 74%, last active 91d ago. Skill=0.986 Career=1.000 Behavioral=0.687 Edu=1.000"
CAND_0037566,30,1.0,"Machine Learning Engineer at LinkedIn, 6.9yr YOE, Bangalore, Karnataka. Top skills: Pinecone, NLP, LoRA. Response rate: 50%, last active 68d ago. Skill=1.000 Career=1.000 Behavioral=0.803 Edu=0.874"
CAND_0039383,31,1.0,"Applied ML Engineer at Meesho, 7.1yr YOE, Gurgaon, Haryana. Top skills: FAISS, Recommendation Systems, Hugging Face Transformers. Response rate: 61%, last active 100d ago. Skill=1.000 Career=1.000 Behavioral=0.767 Edu=1.000"
CAND_0041669,32,1.0,"Recommendation Systems Engineer at CRED, 8.0yr YOE, Noida, Uttar Pradesh. Top skills: FAISS, Milvus, PEFT. Response rate: 77%, last active 82d ago. Skill=1.000 Career=1.000 Behavioral=0.842 Edu=0.950"
CAND_0042029,33,1.0,"Senior Data Scientist at Flipkart, 6.5yr YOE, Delhi, Delhi. Top skills: NLP, RAG, Elasticsearch. Response rate: 67%, last active 75d ago. Skill=1.000 Career=1.000 Behavioral=0.720 Edu=0.874"
CAND_0044222,34,1.0,"AI Engineer at PolicyBazaar, 7.7yr YOE, Vizag, Andhra Pradesh. Top skills: Vector Search, OpenSearch, Qdrant. Response rate: 60%, last active 43d ago. Skill=1.000 Career=1.000 Behavioral=0.799 Edu=1.000"
CAND_0046064,35,1.0,"Senior NLP Engineer at Salesforce, 8.9yr YOE, Coimbatore, Tamil Nadu. Top skills: Python, Pinecone, BM25. Response rate: 78%, last active 62d ago. Skill=1.000 Career=1.000 Behavioral=0.835 Edu=1.000"
CAND_0046525,36,1.0,"Senior Machine Learning Engineer at Genpact AI, 6.1yr YOE, Pune, Maharashtra. Top skills: Elasticsearch, LangChain, Information Retrieval. Response rate: 88%, last active 35d ago. Skill=1.000 Career=1.000 Behavioral=0.865 Edu=1.000"
CAND_0050454,37,1.0,"AI Engineer at Rephrase.ai, 6.8yr YOE, Delhi, Delhi. Top skills: LangChain, QLoRA, Fine-tuning LLMs. Response rate: 77%, last active 61d ago. Skill=1.000 Career=1.000 Behavioral=0.829 Edu=1.000"
CAND_0052328,38,1.0,"Recommendation Systems Engineer at Amazon, 6.5yr YOE, Pune, Maharashtra. Top skills: LoRA, OpenSearch, QLoRA. Response rate: 79%, last active 88d ago. Skill=1.000 Career=1.000 Behavioral=0.812 Edu=1.000"
CAND_0052682,39,1.0,"NLP Engineer at Aganitha, 6.6yr YOE, Vizag, Andhra Pradesh. Top skills: QLoRA, Semantic Search, FAISS. Response rate: 88%, last active 91d ago. Skill=1.000 Career=1.000 Behavioral=0.874 Edu=1.000"
CAND_0053695,40,1.0,"Recommendation Systems Engineer at Meesho, 5.8yr YOE, Bhubaneswar, Odisha. Top skills: Pinecone, LangChain, Recommendation Systems. Response rate: 60%, last active 86d ago. Skill=1.000 Career=1.000 Behavioral=0.822 Edu=0.950"
CAND_0060315,41,1.0,"Senior Software Engineer (ML) at Glance, 5.4yr YOE, Bangalore, Karnataka. Top skills: Milvus, Hugging Face Transformers, Fine-tuning LLMs. Response rate: 63%, last active 114d ago. Skill=1.000 Career=1.000 Behavioral=0.727 Edu=1.000"
CAND_0061257,42,1.0,"Staff Machine Learning Engineer at LinkedIn, 8.0yr YOE, Noida, Uttar Pradesh. Top skills: PEFT, Information Retrieval Systems, Search Infrastructure. Response rate: 87%, last active 72d ago. Skill=1.000 Career=1.000 Behavioral=0.861 Edu=1.000"
CAND_0062247,43,1.0,"AI Engineer at Google, 7.3yr YOE, Kochi, Kerala. Top skills: Pinecone, Vector Search, Qdrant. Response rate: 78%, last active 65d ago. Skill=1.000 Career=1.000 Behavioral=0.858 Edu=1.000"
CAND_0064326,44,1.0,"Search Engineer at Sarvam AI, 7.6yr YOE, Gurgaon, Haryana. Top skills: Milvus, Semantic Search, Weaviate. Response rate: 94%, last active 37d ago. Skill=1.000 Career=1.000 Behavioral=0.849 Edu=0.874"
CAND_0066376,45,1.0,"Applied ML Engineer at Dream11, 5.7yr YOE, Mumbai, Maharashtra. Top skills: Recommendation Systems, LoRA, Learning to Rank. Response rate: 51%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.686 Edu=1.000"
CAND_0066999,46,1.0,"Recommendation Systems Engineer at Microsoft, 5.9yr YOE, Delhi, Delhi. Top skills: OpenSearch, FAISS, LLMs. Response rate: 63%, last active 83d ago. Skill=1.000 Career=1.000 Behavioral=0.912 Edu=1.000"
CAND_0068351,47,1.0,"Lead AI Engineer at Sarvam AI, 6.4yr YOE, Delhi, Delhi. Top skills: Qdrant, Elasticsearch, PEFT. Response rate: 86%, last active 77d ago. Skill=1.000 Career=1.000 Behavioral=0.692 Edu=1.000"
CAND_0068811,48,1.0,"Applied ML Engineer at Freshworks, 8.0yr YOE, Pune, Maharashtra. Top skills: Vector Search, Qdrant, Embeddings. Response rate: 42%, last active 37d ago. Skill=1.000 Career=1.000 Behavioral=0.691 Edu=0.920"
CAND_0069905,49,1.0,"Applied ML Engineer at Sarvam AI, 6.6yr YOE, Bhubaneswar, Odisha. Top skills: LoRA, Recommendation Systems, Sentence Transformers. Response rate: 78%, last active 67d ago. Skill=1.000 Career=1.000 Behavioral=0.868 Edu=0.800"
CAND_0071974,50,1.0,"Senior AI Engineer at Netflix, 7.8yr YOE, Vizag, Andhra Pradesh. Top skills: LoRA, Learning to Rank, Weaviate. Response rate: 76%, last active 72d ago. Skill=1.000 Career=1.000 Behavioral=0.854 Edu=1.000"
CAND_0072688,51,1.0,"Data Scientist at Niramai, 6.9yr YOE, Pune, Maharashtra. Top skills: Milvus, LoRA, Semantic Search. Response rate: 87%, last active 35d ago. Skill=0.944 Career=1.000 Behavioral=0.896 Edu=0.690"
CAND_0074735,52,1.0,"Applied ML Engineer at Rephrase.ai, 5.5yr YOE, Chandigarh, Chandigarh. Top skills: RAG, Weaviate, Information Retrieval. Response rate: 77%, last active 91d ago. Skill=1.000 Career=1.000 Behavioral=0.829 Edu=1.000"
CAND_0075249,53,1.0,"Applied ML Engineer at Zomato, 6.2yr YOE, Ahmedabad, Gujarat. Top skills: Sentence Transformers, Milvus, Fine-tuning LLMs. Response rate: 82%, last active 79d ago. Skill=1.000 Career=1.000 Behavioral=0.782 Edu=1.000"
CAND_0075574,54,1.0,"Machine Learning Engineer at Haptik, 5.7yr YOE, Bangalore, Karnataka. Top skills: Hugging Face Transformers, Weaviate, Recommendation Systems. Response rate: 58%, last active 41d ago. Skill=1.000 Career=1.000 Behavioral=0.727 Edu=1.000"
CAND_0076163,55,1.0,"NLP Engineer at Ola, 6.9yr YOE, Chandigarh, Chandigarh. Top skills: Weaviate, LangChain, BM25. Response rate: 84%, last active 48d ago. Skill=1.000 Career=1.000 Behavioral=0.816 Edu=0.920"
CAND_0077285,56,1.0,"Recommendation Systems Engineer at Nykaa, 5.5yr YOE, Ahmedabad, Gujarat. Top skills: LoRA, Pinecone, Sentence Transformers. Response rate: 56%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.812 Edu=0.920"
CAND_0077337,57,1.0,"Staff Machine Learning Engineer at Paytm, 7.0yr YOE, Kochi, Kerala. Top skills: Semantic Search, QLoRA, Pinecone. Response rate: 95%, last active 32d ago. Skill=1.000 Career=1.000 Behavioral=0.867 Edu=0.950"
CAND_0078492,58,1.0,"Recommendation Systems Engineer at Verloop.io, 5.1yr YOE, Kochi, Kerala. Top skills: FAISS, Recommendation Systems, BM25. Response rate: 70%, last active 87d ago. Skill=1.000 Career=1.000 Behavioral=0.818 Edu=0.950"
CAND_0079387,59,1.0,"AI Engineer at Microsoft, 6.9yr YOE, Trivandrum, Kerala. Top skills: Recommendation Systems, Python, Sentence Transformers. Response rate: 81%, last active 63d ago. Skill=1.000 Career=1.000 Behavioral=0.847 Edu=1.000"
CAND_0080766,60,1.0,"Staff Machine Learning Engineer at Salesforce, 8.8yr YOE, Coimbatore, Tamil Nadu. Top skills: Search Backend, LoRA, Search & Discovery. Response rate: 66%, last active 79d ago. Skill=1.000 Career=1.000 Behavioral=0.825 Edu=1.000"
CAND_0081053,61,1.0,"NLP Engineer at Glance, 5.4yr YOE, Chandigarh, Chandigarh. Top skills: LoRA, QLoRA, Qdrant. Response rate: 83%, last active 88d ago. Skill=1.000 Career=1.000 Behavioral=0.805 Edu=0.950"
CAND_0081846,62,1.0,"Lead AI Engineer at Razorpay, 6.7yr YOE, Jaipur, Rajasthan. Top skills: Information Retrieval, Learning to Rank, Elasticsearch. Response rate: 73%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.918 Edu=1.000"
CAND_0081852,63,1.0,"Senior Data Scientist at Mad Street Den, 5.9yr YOE, Delhi, Delhi. Top skills: Semantic Search, Milvus, Weaviate. Response rate: 44%, last active 35d ago. Skill=1.000 Career=1.000 Behavioral=0.838 Edu=0.920"
CAND_0083879,64,1.0,"Machine Learning Engineer at Ola, 7.1yr YOE, Noida, Uttar Pradesh. Top skills: Fine-tuning LLMs, Milvus, Hugging Face Transformers. Response rate: 47%, last active 71d ago. Skill=0.983 Career=1.000 Behavioral=0.830 Edu=1.000"
CAND_0086022,65,1.0,"Senior Applied Scientist at Sarvam AI, 5.3yr YOE, Kolkata, West Bengal. Top skills: Vector Search, Recommendation Systems, Fine-tuning LLMs. Response rate: 55%, last active 73d ago. Skill=1.000 Career=1.000 Behavioral=0.795 Edu=0.950"
CAND_0088025,66,1.0,"Staff Machine Learning Engineer at Yellow.ai, 8.6yr YOE, Jaipur, Rajasthan. Top skills: Pinecone, QLoRA, LLMs. Response rate: 83%, last active 44d ago. Skill=1.000 Career=1.000 Behavioral=0.845 Edu=0.920"
CAND_0091899,67,1.0,"Senior Software Engineer (ML) at PhonePe, 5.8yr YOE, Delhi, Delhi. Top skills: Semantic Search, Sentence Transformers, FAISS. Response rate: 51%, last active 89d ago. Skill=1.000 Career=1.000 Behavioral=0.640 Edu=1.000"
CAND_0092255,68,1.0,"ML Engineer at InMobi, 5.2yr YOE, Noida, Uttar Pradesh. Top skills: Weaviate, Semantic Search, OpenSearch. Response rate: 38%, last active 51d ago. Skill=1.000 Career=1.000 Behavioral=0.723 Edu=0.950"
CAND_0096142,69,1.0,"Applied ML Engineer at upGrad, 5.0yr YOE, Hyderabad, Telangana. Top skills: LoRA, Weaviate, Pinecone. Response rate: 84%, last active 37d ago. Skill=1.000 Career=1.000 Behavioral=0.774 Edu=1.000"
CAND_0098780,70,1.0,"AI Research Engineer at Zomato, 5.9yr YOE, Bangalore, Karnataka. Top skills: Semantic Search, Sentence Transformers, Milvus. Response rate: 57%, last active 70d ago. Skill=0.963 Career=1.000 Behavioral=0.704 Edu=1.000"
CAND_0098846,71,1.0,"AI Engineer at upGrad, 7.6yr YOE, Indore, Madhya Pradesh. Top skills: Hugging Face Transformers, PEFT, QLoRA. Response rate: 62%, last active 65d ago. Skill=1.000 Career=1.000 Behavioral=0.866 Edu=1.000"
CAND_0091909,72,0.999734,"Machine Learning Engineer at Rephrase.ai, 6.9yr YOE, Bangalore, Karnataka. Top skills: LLMs, Pinecone, QLoRA. Response rate: 65%, last active 101d ago. Skill=1.000 Career=1.000 Behavioral=0.628 Edu=1.000"
CAND_0037980,73,0.999495,"Senior Applied Scientist at Niramai, 9.0yr YOE, Kolkata, West Bengal. Top skills: LoRA, Search Infrastructure, NLP. Response rate: 63%, last active 91d ago. Skill=1.000 Career=1.000 Behavioral=0.784 Edu=0.950"
CAND_0041610,74,0.998781,"Recommendation Systems Engineer at Zoho, 6.7yr YOE, Indore, Madhya Pradesh. Top skills: LoRA, Elasticsearch, OpenSearch. Response rate: 52%, last active 44d ago. Skill=1.000 Career=1.000 Behavioral=0.819 Edu=0.874"
CAND_0073982,75,0.998438,"Data Scientist at Dream11, 7.0yr YOE, Delhi, Delhi. Top skills: Sentence Transformers, PEFT, Qdrant. Response rate: 65%, last active 42d ago. Skill=1.000 Career=1.000 Behavioral=0.662 Edu=0.920"
CAND_0054100,76,0.997888,"Junior ML Engineer at Zoho, 6.0yr YOE, Kolkata, West Bengal. Top skills: Vector Search, Semantic Search, QLoRA. Response rate: 79%, last active 33d ago. Skill=0.979 Career=1.000 Behavioral=0.829 Edu=0.920"
CAND_0020877,77,0.997773,"Applied ML Engineer at CRED, 5.1yr YOE, Gurgaon, Haryana. Top skills: QLoRA, Elasticsearch, OpenSearch. Response rate: 66%, last active 85d ago. Skill=1.000 Career=1.000 Behavioral=0.776 Edu=0.950"
CAND_0040117,78,0.994854,"Recommendation Systems Engineer at PhonePe, 6.5yr YOE, Vizag, Andhra Pradesh. Top skills: Embeddings, RAG, FAISS. Response rate: 66%, last active 102d ago. Skill=1.000 Career=1.000 Behavioral=0.737 Edu=1.000"
CAND_0045250,79,0.993708,"Applied ML Engineer at Rephrase.ai, 6.6yr YOE, Delhi, Delhi. Top skills: Sentence Transformers, Milvus, LoRA. Response rate: 74%, last active 59d ago. Skill=1.000 Career=1.000 Behavioral=0.755 Edu=0.690"
CAND_0079064,80,0.993438,"Senior Data Scientist at Niramai, 5.2yr YOE, Noida, Uttar Pradesh. Top skills: OpenSearch, NLP, Semantic Search. Response rate: 91%, last active 75d ago. Skill=1.000 Career=1.000 Behavioral=0.771 Edu=0.655"
CAND_0093912,81,0.992754,"Senior Data Scientist at Razorpay, 5.3yr YOE, Chandigarh, Chandigarh. Top skills: Milvus, Embeddings, Recommendation Systems. Response rate: 66%, last active 47d ago. Skill=1.000 Career=1.000 Behavioral=0.767 Edu=0.920"
CAND_0013393,82,0.99198,"ML Engineer at Freshworks, 5.3yr YOE, Bangalore, Karnataka. Top skills: Embeddings, Pinecone, Qdrant. Response rate: 33%, last active 99d ago. Skill=1.000 Career=1.000 Behavioral=0.632 Edu=0.920"
CAND_0051292,83,0.990717,"Applied ML Engineer at Freshworks, 5.2yr YOE, Trivandrum, Kerala. Top skills: FAISS, LLMs, Vector Search. Response rate: 52%, last active 76d ago. Skill=1.000 Career=1.000 Behavioral=0.758 Edu=0.920"
CAND_0067866,84,0.990646,"Senior Software Engineer (ML) at Tech Mahindra, 6.4yr YOE, Noida, Uttar Pradesh. Top skills: Embeddings, Elasticsearch, LoRA. Response rate: 79%, last active 36d ago. Skill=0.911 Career=1.000 Behavioral=0.767 Edu=0.950"
CAND_0065195,85,0.990402,"Search Engineer at CRED, 5.1yr YOE, Kolkata, West Bengal. Top skills: LLMs, QLoRA, Elasticsearch. Response rate: 80%, last active 34d ago. Skill=1.000 Career=1.000 Behavioral=0.716 Edu=1.000"
CAND_0095528,86,0.988827,"Senior Data Scientist at Netflix, 5.3yr YOE, Indore, Madhya Pradesh. Top skills: OpenSearch, Semantic Search, Vector Search. Response rate: 55%, last active 55d ago. Skill=1.000 Career=1.000 Behavioral=0.709 Edu=1.000"
CAND_0078002,87,0.987808,"Machine Learning Engineer at Meta, 6.3yr YOE, Coimbatore, Tamil Nadu. Top skills: NLP, Hugging Face Transformers, Weaviate. Response rate: 86%, last active 67d ago. Skill=0.951 Career=1.000 Behavioral=0.790 Edu=1.000"
CAND_0061265,88,0.987444,"Recommendation Systems Engineer at Zoho, 6.6yr YOE, Delhi, Delhi. Top skills: Qdrant, LangChain, Learning to Rank. Response rate: 94%, last active 94d ago. Skill=1.000 Career=1.000 Behavioral=0.597 Edu=0.950"
CAND_0031593,89,0.986727,"Search Engineer at Genpact AI, 7.8yr YOE, Kolkata, West Bengal. Top skills: Hugging Face Transformers, Recommendation Systems, BM25. Response rate: 58%, last active 100d ago. Skill=1.000 Career=1.000 Behavioral=0.739 Edu=0.920"
CAND_0047721,90,0.986643,"Senior Data Scientist at Microsoft, 7.0yr YOE, Coimbatore, Tamil Nadu. Top skills: Learning to Rank, Milvus, BM25. Response rate: 49%, last active 83d ago. Skill=1.000 Career=1.000 Behavioral=0.698 Edu=1.000"
CAND_0065878,91,0.984669,"Senior Data Scientist at Niramai, 7.8yr YOE, Trivandrum, Kerala. Top skills: RAG, QLoRA, Vector Search. Response rate: 48%, last active 96d ago. Skill=1.000 Career=1.000 Behavioral=0.729 Edu=0.920"
CAND_0005260,92,0.984606,"Senior NLP Engineer at Netflix, 5.2yr YOE, Chennai, Tamil Nadu. Top skills: Information Retrieval, Semantic Search, Python. Response rate: 86%, last active 48d ago. Skill=1.000 Career=1.000 Behavioral=0.714 Edu=0.950"
CAND_0009024,93,0.984249,"Search Engineer at Google, 5.2yr YOE, Chennai, Tamil Nadu. Top skills: Qdrant, PEFT, FAISS. Response rate: 46%, last active 79d ago. Skill=1.000 Career=1.000 Behavioral=0.687 Edu=1.000"
CAND_0016163,94,0.983493,"Applied ML Engineer at Dream11, 6.7yr YOE, Gurgaon, Haryana. Top skills: Hugging Face Transformers, Weaviate, Embeddings. Response rate: 72%, last active 77d ago. Skill=1.000 Career=1.000 Behavioral=0.723 Edu=0.920"
CAND_0067041,95,0.980662,"Data Scientist at Saarthi.ai, 6.9yr YOE, Noida, Uttar Pradesh. Top skills: Milvus, LangChain, Learning to Rank. Response rate: 34%, last active 102d ago. Skill=1.000 Career=1.000 Behavioral=0.540 Edu=1.000"
CAND_0030953,96,0.979839,"Search Engineer at Nykaa, 7.8yr YOE, Chennai, Tamil Nadu. Top skills: Learning to Rank, Qdrant, Python. Response rate: 63%, last active 77d ago. Skill=1.000 Career=1.000 Behavioral=0.666 Edu=1.000"
CAND_0067643,97,0.979482,"AI Research Engineer at PhonePe, 6.0yr YOE, Chennai, Tamil Nadu. Top skills: Elasticsearch, Fine-tuning LLMs, Learning to Rank. Response rate: 49%, last active 99d ago. Skill=1.000 Career=1.000 Behavioral=0.664 Edu=1.000"
CAND_0023458,98,0.978684,"AI Research Engineer at BYJU'S, 5.0yr YOE, Chandigarh, Chandigarh. Top skills: FAISS, BM25, Sentence Transformers. Response rate: 69%, last active 96d ago. Skill=1.000 Career=1.000 Behavioral=0.760 Edu=0.800"
CAND_0006557,99,0.978243,"NLP Engineer at Paytm, 7.9yr YOE, Jaipur, Rajasthan. Top skills: Elasticsearch, OpenSearch, Vector Search. Response rate: 63%, last active 78d ago. Skill=1.000 Career=1.000 Behavioral=0.698 Edu=0.920"
CAND_0018094,100,0.977983,"ML Engineer at Mad Street Den, 5.2yr YOE, Bangalore, Karnataka. Top skills: Semantic Search, QLoRA, Pinecone. Response rate: 69%, last active 79d ago. Skill=0.868 Career=1.000 Behavioral=0.759 Edu=1.000"
